	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR009C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR099C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
LOR204C	0.447512067	0.420573365	0.160465519	0.271430083	0.144360832	0.320631658	0.067758314	0.370182765	0.143691895	0.884533344	0.435270247	0.579362517	0.588961857	0.165585588	0.839669957	0.857048825	0.544827347	0.364744259	0.67935957	0.29295883	0.459859232	0.700325928	0.933866635	0.394576177	0.744591101	0.837034617	0.07426133	0.528967505	0.44931424	0.567132835	0.638497859	0.359959641	0.304040351	0.512768362	0.665399192	0.433660647	0.912942803	0.915922947	0.775805893	0.339749245	0.339180755	0.167223288	0.300841205	0.272778599	0.70107477	0.516237232	0.835883948	0.813683859	0.473863758	0.684660941	0.625516507	0.518842416	0.567618334	0.757140391	0.206951012	0.709603476	0.147503797	0.075112452	0.189634764	0.695138718	0.287328007	0.070781941	0	0.832495037	0.313865609	0.830498331	0.667744294	0.675875302	0.632308629	0.226730989	0.564858118	0.335378935	0.079461348	0.155255669	0.434316891	0.307704807	0.695520118	0.847747015	0.188103351	0.083646169	0.598415054	0.366481028	0.064670267	0.295540345	0.527692936	0.228252915	0.237974813	0.16326342	0.328296962	0.129028496	0.378510594	0.47608998	0.273985623	0.345800546	0.849421692	0.901846545	0.571877802	0.113635263	0.395483148	0.08612085	0.086527056	0.183853239	0.071598394	0.650280984	0.330297883	0.175769608	0.080685504	0.167001937	0.612672146	0.338715492	0.784336817	0.113137693	0.921061515	0.666303212	0.340963362	0.909051779	0.399085296	0.108215943	0.629936905	0.286563682	0.766001491	0.065148612	0.173645662	0.249909529
LOR206C	0.635438669	0.595415488	0.735523414	0.692410891	0.762788855	0.709930326	0.800622994	0.590575742	0.758675009	0.736974988	0.594576905	0.502745452	0.592737443	0.707036963	0.686771091	0.508857964	0.553097992	0.704179714	0.512927997	0.642545944	0.577961636	0.446262258	0.690553314	0.630377636	0.640792965	0.405238199	0.80691439	0.50078865	0.559330404	0.481807487	0.540596743	0.564347031	0.58579788	0.556724815	0.535698785	0.685990302	0.65065395	0.484598854	0.615860611	0.609520747	0.620907264	0.698007355	0.688945149	0.684550102	0.486335539	0.574304432	0.653116903	0.524867399	0.606619331	0.503358215	0.632279497	0.513898564	0.464876547	0.372597775	0.730379929	0.558281914	0.730112837	0.836539755	0.753414463	0.552220818	0.714945916	0.814074792	0.832495037	0	0.624487675	0.495525576	0.542042669	0.529837269	0.524266856	0.715792893	0.745718428	0.600150313	0.795548081	0.745191588	0.785248936	0.587625189	0.444650805	0.46258015	0.706929772	0.789094517	0.536425612	0.644916154	0.81821297	0.678306751	0.670926353	0.678992616	0.765408332	0.725100195	0.605255654	0.829027684	0.543365651	0.599881841	0.625115646	0.707330767	0.696831991	0.516741562	0.553479567	0.790807948	0.582987828	0.869886703	0.81330199	0.721646143	0.829335795	0.581468316	0.605300536	0.707148754	0.811459527	0.691967008	0.491144688	0.704165899	0.53281512	0.76983018	0.624939297	0.565300382	0.611570865	0.564636378	0.60590336	0.771012188	0.703998017	0.612540301	0.439563747	0.821167693	0.6976345	0.72049178
LOR207C	0.300975957	0.219380184	0.249485679	0.226818986	0.281775587	0.215912583	0.278988154	0.214664078	0.248067851	0.766744538	0.283866782	0.422181834	0.454868298	0.208610843	0.771416587	0.69443205	0.361630101	0.264913462	0.500800905	0.180643526	0.280284061	0.534128804	0.78356479	0.250872209	0.634991292	0.613644051	0.304392258	0.320871716	0.304856703	0.38489346	0.45440006	0.19990726	0.150324953	0.346139527	0.489766425	0.333098625	0.791131619	0.705255203	0.710814531	0.212023726	0.157291204	0.207985996	0.189215472	0.232266456	0.533540335	0.334522573	0.686702461	0.67204071	0.33913104	0.501668429	0.526545125	0.348778521	0.369376509	0.575062806	0.230687395	0.589595401	0.224545186	0.30551234	0.256731909	0.523875914	0.225289396	0.294462387	0.313865609	0.624487675	0	0.665252067	0.510259002	0.518641964	0.461658975	0.214600904	0.469661768	0.197313298	0.297343159	0.233849109	0.433650326	0.152334679	0.483131742	0.674783576	0.191276464	0.264184526	0.43332986	0.253605433	0.294672966	0.232057302	0.421413689	0.192163342	0.26459069	0.238974847	0.169932747	0.309058304	0.197579129	0.329187425	0.164512176	0.237219019	0.729337148	0.725936971	0.410076289	0.258230007	0.255633363	0.348456363	0.306882855	0.250138426	0.305091012	0.500532429	0.186481969	0.267498691	0.296984097	0.230376009	0.458215848	0.218283643	0.644116268	0.260604269	0.778399116	0.575208071	0.20025763	0.744168873	0.224416846	0.24150094	0.500724883	0.164005639	0.595573064	0.306207726	0.193863096	0.235725637
LOR208C	0.644200704	0.618420143	0.767644107	0.70725196	0.778685971	0.667847061	0.795642854	0.614052143	0.761060487	0.753316147	0.646778165	0.515466103	0.591795784	0.717948569	0.646667872	0.587189644	0.598770029	0.709437433	0.444716629	0.662337043	0.545432211	0.464830792	0.74138702	0.639093212	0.57583893	0.500090031	0.805928162	0.48013776	0.614066396	0.540995316	0.485521861	0.566237112	0.623292204	0.543096852	0.502600306	0.651486147	0.610756319	0.53929506	0.719373701	0.720047288	0.676336668	0.71856273	0.667961252	0.744128173	0.448359482	0.601747867	0.649461567	0.549899798	0.644423024	0.546115586	0.645452947	0.533663086	0.512182407	0.472321952	0.732968319	0.592488843	0.739505833	0.8329412	0.789625577	0.509122954	0.696789926	0.814960986	0.830498331	0.495525576	0.665252067	0	0.538574517	0.48914777	0.550376734	0.72778127	0.715694545	0.620854312	0.78440958	0.749705364	0.785782262	0.660139749	0.452069995	0.50020212	0.729465745	0.792192801	0.614415736	0.710788447	0.811344632	0.676823941	0.659933624	0.708004962	0.770165887	0.744221567	0.610693221	0.825112237	0.59624447	0.668560538	0.684411521	0.714585006	0.678669675	0.570166683	0.582073855	0.791626099	0.67901804	0.859452336	0.80369431	0.734692379	0.81420935	0.491046536	0.597538515	0.739895431	0.783147612	0.739691344	0.461497338	0.698113584	0.56251009	0.776818492	0.521739141	0.718355874	0.680260734	0.534019369	0.654054577	0.771374158	0.694649817	0.649807938	0.456729668	0.827387819	0.730265917	0.73602558
LOR210C	0.473830064	0.460186728	0.578750321	0.566073271	0.59860034	0.526187787	0.629424087	0.483610447	0.605437929	0.771317868	0.469337571	0.372753237	0.455157972	0.546317159	0.76497615	0.588577061	0.424696607	0.561441881	0.423384885	0.477663612	0.412377845	0.396941048	0.735068212	0.488672133	0.582691558	0.471094746	0.638854018	0.366239358	0.462826936	0.371955161	0.393510501	0.388016851	0.446530487	0.389115632	0.402973717	0.405913867	0.711878731	0.568504164	0.705701859	0.542764378	0.494171103	0.544865904	0.553340756	0.553740788	0.433148439	0.448319302	0.679747762	0.56937584	0.48223169	0.381322305	0.52078088	0.365937165	0.337824069	0.519915279	0.583183905	0.513048557	0.57602023	0.670718877	0.633008346	0.461697023	0.523540789	0.642352049	0.667744294	0.542042669	0.510259002	0.538574517	0	0.37331384	0.374455828	0.563448271	0.594735732	0.429586832	0.62139836	0.580989989	0.61500992	0.472628663	0.338605799	0.407744382	0.568269404	0.629419387	0.412097512	0.496517322	0.642720425	0.498065097	0.473309599	0.518249003	0.601551398	0.550683018	0.47179352	0.656277905	0.410057713	0.447202111	0.513944034	0.541385777	0.72704894	0.369233279	0.442269358	0.622129149	0.49105522	0.696581656	0.639208754	0.573025354	0.655576289	0.47673498	0.502695091	0.581856145	0.647825788	0.575432346	0.425131973	0.530867283	0.32381155	0.584390984	0.673220031	0.529844494	0.484008735	0.629098389	0.474014198	0.608159528	0.565476609	0.466635144	0.430345417	0.655429624	0.550456007	0.556235038
LOR211C	0.485323154	0.47086603	0.595411177	0.551252069	0.610602555	0.533655595	0.639639841	0.477999998	0.612472942	0.757439787	0.340353615	0.333519791	0.44971268	0.570690833	0.774165135	0.448066807	0.426116175	0.552497179	0.448611333	0.523071853	0.404698696	0.221834508	0.708228788	0.495540158	0.592328577	0.538303578	0.652558777	0.360324337	0.421931114	0.276109831	0.378777529	0.398856869	0.455669642	0.398993359	0.449019618	0.520246802	0.731189725	0.478533141	0.557229956	0.529358207	0.51905163	0.564450839	0.558431778	0.448900299	0.44219055	0.462582346	0.683993452	0.565407542	0.469202707	0.407016214	0.526906203	0.352267334	0.34798121	0.525522562	0.600083858	0.338186259	0.596123976	0.674441007	0.639354935	0.477362992	0.539324169	0.653706019	0.675875302	0.529837269	0.518641964	0.48914777	0.37331384	0	0.441659422	0.551574794	0.585898327	0.4457002	0.626356881	0.601090208	0.605405964	0.474579632	0.342236327	0.461630731	0.576986086	0.632221112	0.417893449	0.496574101	0.65528765	0.440301812	0.502173093	0.545629922	0.610453224	0.551286094	0.491753833	0.669001825	0.434922075	0.488481885	0.532360597	0.572400195	0.714026735	0.5892464	0.310436824	0.636464792	0.369583468	0.700550705	0.647503959	0.594729898	0.666569842	0.487731426	0.507531205	0.567710448	0.647881025	0.582595719	0.360099316	0.553710392	0.519957538	0.621580113	0.655148027	0.392837327	0.467611727	0.473096407	0.501057704	0.62146144	0.561574881	0.473848069	0.456823636	0.67049463	0.565616016	0.584212943
LOR212C	0.449087118	0.420212711	0.562050008	0.513581377	0.583554586	0.519456777	0.599068976	0.450788291	0.572198464	0.755919818	0.447632666	0.399151916	0.460627226	0.503916439	0.717199595	0.589642873	0.361285681	0.533109872	0.402674622	0.44573241	0.405934834	0.422529443	0.774461106	0.497174022	0.538373099	0.514778682	0.606387867	0.353013335	0.445188642	0.349232515	0.364771994	0.394737114	0.429501915	0.341942729	0.383979578	0.481244341	0.685951219	0.629747707	0.708751369	0.518623805	0.46926768	0.506686402	0.49522037	0.546611501	0.412174068	0.393725469	0.666639241	0.539258055	0.492957713	0.406209358	0.484248588	0.373085762	0.342182905	0.471238798	0.531180828	0.557597342	0.529358896	0.637598296	0.58849144	0.426837737	0.544391314	0.614600671	0.632308629	0.524266856	0.461658975	0.550376734	0.374455828	0.441659422	0	0.535369091	0.553147861	0.461351341	0.598252684	0.54258767	0.586327306	0.452245658	0.370860149	0.54696871	0.52742858	0.595689618	0.385623865	0.498104453	0.611401703	0.535648415	0.500781252	0.476668603	0.582454718	0.552955373	0.428329203	0.616612453	0.384091125	0.44463589	0.468644194	0.495575173	0.716703426	0.539794169	0.416112025	0.593365266	0.475670379	0.665999932	0.608315917	0.557764281	0.624832191	0.364543141	0.412985744	0.571546315	0.609262505	0.539260146	0.372782019	0.495439011	0.499517827	0.556498736	0.690875677	0.52292478	0.476630778	0.628741076	0.425714215	0.577925499	0.521885456	0.45235494	0.428559841	0.622031365	0.51800254	0.51779284
LOR214C	0.377055548	0.327097191	0.192472078	0.207101193	0.210135961	0.269859181	0.192303414	0.253591706	0.200058496	0.831515674	0.345048595	0.472155737	0.503472989	0.15689655	0.815399078	0.780256501	0.416786856	0.191125632	0.57054135	0.206707045	0.373525459	0.605173937	0.799072953	0.338126144	0.6892142	0.745093386	0.21874475	0.43155698	0.344539556	0.486184125	0.516589354	0.253047346	0.2140837	0.349056408	0.569863124	0.378341358	0.846310727	0.835930274	0.791820389	0.284972909	0.257067734	0.164048295	0.2091303	0.216044472	0.59880191	0.387077969	0.759976921	0.6844266	0.400919367	0.566180827	0.589345376	0.432999585	0.467424093	0.654159863	0.156763041	0.615330506	0.164558323	0.220443844	0.195090183	0.611081604	0.207541281	0.207250156	0.226730989	0.715792893	0.214600904	0.72778127	0.563448271	0.551574794	0.535369091	0	0.501200634	0.245017945	0.208478149	0.170776609	0.384181701	0.217599648	0.604272149	0.661585269	0.153244148	0.189722778	0.504017922	0.283814853	0.210401164	0.207473888	0.478800078	0.146236329	0.261211511	0.133327885	0.212130078	0.217157634	0.29218398	0.363645145	0.196651649	0.27946701	0.783895144	0.8081827	0.383184189	0.186074639	0.307802816	0.248814953	0.213112404	0.182539853	0.213071768	0.548735349	0.237181858	0.147163498	0.21141761	0.15374235	0.50132318	0.265766037	0.704837792	0.183815141	0.746767934	0.62248657	0.262557442	0.785093379	0.313850169	0.181014329	0.555491858	0.181849111	0.651638333	0.221610797	0.146486432	0.20782651
LOR215C	0.479275454	0.465556687	0.546294793	0.510645319	0.549045968	0.503508277	0.527207012	0.488868417	0.541255982	0.837955637	0.475836386	0.50793588	0.53621398	0.496751474	0.78109451	0.770366205	0.447012771	0.504643554	0.591067476	0.491441057	0.455629798	0.620222908	0.428926584	0.477508192	0.67409001	0.757578538	0.557266427	0.442066771	0.479115304	0.485622779	0.522076108	0.461472779	0.466903263	0.44076115	0.578546269	0.494637391	0.834237218	0.835986691	0.809283049	0.512697825	0.48151586	0.506443363	0.479568835	0.527256431	0.5734986	0.468746205	0.293797093	0.707097748	0.493906123	0.60333285	0.606827986	0.446880895	0.482466666	0.668547148	0.498397405	0.659063148	0.49594201	0.561237414	0.530279806	0.60369983	0.509139392	0.552368352	0.564858118	0.745718428	0.469661768	0.715694545	0.594735732	0.585898327	0.553147861	0.501200634	0	0.479748429	0.526065166	0.517835389	0.55094283	0.478569001	0.610951676	0.765956963	0.500340828	0.533707525	0.53312027	0.51428291	0.552784986	0.498306653	0.503512456	0.499082343	0.548150176	0.514575806	0.477785861	0.548770109	0.457949421	0.484195792	0.471382581	0.4973226	0.302633677	0.816896697	0.49706636	0.533876102	0.478209144	0.575635988	0.527394773	0.541395305	0.55474911	0.528810838	0.449894081	0.537952608	0.522104357	0.507956865	0.489957342	0.491448332	0.701897494	0.535908495	0.83353266	0.64123551	0.498770772	0.781379542	0.470118864	0.529655566	0.146512997	0.476790686	0.675080832	0.561321967	0.498480921	0.528624036
LOR216C	0.317030717	0.259941845	0.248898703	0.242091475	0.271479239	0.172627836	0.291952802	0.200987448	0.266477712	0.779183785	0.255634178	0.307302296	0.352566605	0.229022341	0.783315138	0.646442819	0.370990161	0.269436476	0.508729902	0.205664624	0.274064559	0.450315634	0.76316263	0.195191124	0.564541922	0.620689853	0.312789736	0.314524644	0.275702342	0.345834894	0.442557162	0.156516968	0.168386549	0.334141077	0.497802384	0.250779	0.710629327	0.641974163	0.686105219	0.192058363	0.186492187	0.231915761	0.239969659	0.1995312	0.513106412	0.342957608	0.709379989	0.596069098	0.243843856	0.454107133	0.535491605	0.274186938	0.335780245	0.581931101	0.251899296	0.482654376	0.244208999	0.330671496	0.301009599	0.475984823	0.170956085	0.310601891	0.335378935	0.600150313	0.197313298	0.620854312	0.429586832	0.4457002	0.461351341	0.245017945	0.479748429	0	0.288422389	0.249700938	0.421298765	0.150912729	0.439981576	0.600758676	0.237887283	0.287849166	0.385398043	0.208298219	0.312934525	0.12768787	0.3347593	0.211880694	0.274927138	0.22242235	0.186434136	0.325095912	0.180384583	0.322128827	0.219544638	0.237575183	0.739986575	0.66816756	0.375087234	0.287446361	0.226932122	0.363992727	0.308421946	0.24263911	0.325525391	0.514424724	0.207793818	0.235639864	0.319189675	0.263091105	0.412697818	0.233622125	0.582305211	0.270868751	0.678914576	0.525634932	0.178979464	0.688391884	0.263001284	0.267815338	0.532489064	0.156556951	0.517740404	0.322178656	0.223288692	0.242792563
LOR217C	0.437032979	0.404965596	0.167702243	0.273963063	0.139951906	0.270124734	0.050836223	0.363694129	0.148832672	0.868792263	0.406643058	0.53559475	0.54906345	0.158751418	0.888450851	0.815846903	0.52084531	0.358340926	0.639396891	0.279894247	0.416239056	0.655485751	0.883864663	0.349398263	0.704680155	0.797898138	0.131040351	0.491283907	0.422387115	0.528647884	0.589774648	0.314560847	0.263963252	0.471857663	0.633766528	0.389802861	0.866548731	0.877893902	0.832530512	0.33626267	0.326131456	0.162365544	0.276641882	0.272033943	0.66250393	0.491537516	0.801784081	0.769814004	0.427936846	0.641835248	0.67275291	0.479466524	0.529724248	0.725443563	0.197959904	0.68868094	0.149140182	0.072286	0.194711069	0.656024034	0.235312748	0.069126598	0.079461348	0.795548081	0.297343159	0.78440958	0.62139836	0.626356881	0.598252684	0.208478149	0.526065166	0.288422389	0	0.147236862	0.49277911	0.299483021	0.659140547	0.802191478	0.186765092	0.087458765	0.572764497	0.367147633	0.053710947	0.243544356	0.483364028	0.219014005	0.288598594	0.147645819	0.30367631	0.132897044	0.345022436	0.453383548	0.254050291	0.325926662	0.804585673	0.860442451	0.544100214	0.11535192	0.359906038	0.078244717	0.028501717	0.181124572	0.062711772	0.623135816	0.304501711	0.175699179	0.090355702	0.157115679	0.563610029	0.309282008	0.73335962	0.116003077	0.870464392	0.659081431	0.329632413	0.862228532	0.374101048	0.102966725	0.603740286	0.249370952	0.72491803	0.07012139	0.158714616	0.251283817
LOR218C	0.368156404	0.313585708	0.11947599	0.228320428	0.119872686	0.267113187	0.114918619	0.28690472	0.113199986	0.826298464	0.355820157	0.492886606	0.529294973	0.086273353	0.819778126	0.773089181	0.460135696	0.302384448	0.592935805	0.212711414	0.379941773	0.61754736	0.871085815	0.330001708	0.680498167	0.736539644	0.141813587	0.441536617	0.364839512	0.478878083	0.550404865	0.276712842	0.224359387	0.428580635	0.574856249	0.365358528	0.841265759	0.824736316	0.762736065	0.26476781	0.260782798	0.093530329	0.235838462	0.211692701	0.60746445	0.426456107	0.757408418	0.731272428	0.412270206	0.591882082	0.587482596	0.432481408	0.479241329	0.670367006	0.142453635	0.66997712	0.080725302	0.152898725	0.154900221	0.604738322	0.244976494	0.13642745	0.155255669	0.745191588	0.233849109	0.749705364	0.580989989	0.601090208	0.54258767	0.170776609	0.517835389	0.249700938	0.147236862	0	0.455744994	0.223617634	0.605635363	0.765578036	0.12682093	0.113427338	0.510475348	0.299935349	0.135009862	0.239410091	0.473981355	0.155890067	0.248050573	0.097384597	0.249370299	0.146501877	0.29145122	0.390953235	0.209093243	0.266660898	0.794077903	0.809744718	0.485137498	0.125820253	0.331608529	0.180809331	0.159506278	0.137728883	0.147336429	0.567222429	0.254958739	0.134231045	0.14504006	0.108237938	0.529599808	0.265274368	0.693586584	0.106969925	0.842261072	0.590152909	0.263767404	0.819844469	0.326833693	0.100754836	0.576360826	0.210103543	0.664137442	0.150776336	0.110818966	0.186728006
LOR219C	0.451110393	0.43110144	0.446512373	0.420347334	0.473989335	0.459000528	0.474977774	0.416003645	0.457179147	0.857732772	0.448174704	0.535685385	0.528419355	0.44684331	0.747916595	0.829572893	0.468604357	0.277116018	0.636646835	0.439447684	0.442540048	0.661249825	0.84855688	0.45111984	0.710552071	0.792684594	0.40955127	0.48505935	0.44910599	0.536118223	0.562580767	0.417374182	0.440487443	0.401206206	0.630850949	0.451747176	0.87519293	0.884712431	0.699510071	0.444482047	0.442219496	0.442956337	0.455805663	0.443692964	0.664783556	0.444900258	0.808514388	0.737462073	0.432914489	0.621665756	0.518204864	0.48470973	0.530630248	0.720942022	0.458975595	0.627011016	0.45755936	0.485105383	0.468457271	0.661364237	0.433818801	0.478576504	0.434316891	0.785248936	0.433650326	0.785782262	0.61500992	0.605405964	0.586327306	0.384181701	0.55094283	0.421298765	0.49277911	0.455744994	0	0.417890436	0.656227173	0.573624834	0.451643096	0.46592921	0.550009833	0.420031051	0.476215549	0.431922942	0.495021702	0.432801773	0.359502493	0.434309833	0.415609456	0.481661771	0.433826542	0.407645148	0.443966705	0.46258978	0.830777435	0.862127568	0.443523251	0.481583441	0.440588776	0.50455219	0.499884495	0.45783256	0.481889533	0.614662288	0.448713903	0.431662195	0.475164572	0.469127458	0.560636275	0.463408857	0.761400627	0.454575475	0.767320566	0.64545891	0.449828615	0.845054309	0.444281657	0.460647366	0.603093621	0.436591106	0.711424895	0.474480057	0.45190349	0.454218651
LOR220C	0.285198272	0.226642148	0.225932629	0.207382154	0.239624229	0.232054979	0.275214449	0.175750549	0.247934367	0.770929383	0.250961166	0.37161267	0.428384899	0.192356345	0.759552123	0.6419084	0.356947687	0.25325146	0.513791611	0.154911551	0.297969279	0.491591764	0.760645311	0.244601686	0.633621749	0.622279277	0.28869009	0.328485498	0.257305247	0.339500881	0.438428441	0.167767239	0.133998388	0.332807086	0.482615854	0.327601494	0.779622929	0.667112805	0.678059379	0.195096767	0.171580336	0.192519363	0.209045557	0.183316627	0.496504116	0.32871934	0.68855629	0.657092084	0.318048457	0.474121873	0.519579434	0.305035423	0.341299143	0.553653644	0.22474845	0.555958129	0.216307574	0.317573772	0.256739203	0.518601596	0.239307658	0.293062705	0.307704807	0.587625189	0.152334679	0.660139749	0.472628663	0.474579632	0.452245658	0.217599648	0.478569001	0.150912729	0.299483021	0.223617634	0.417890436	0	0.464157407	0.615993273	0.209644983	0.265408835	0.380316044	0.207293369	0.290236469	0.186579335	0.403554815	0.171958161	0.242996097	0.197694939	0.153899642	0.304961646	0.179838694	0.298977246	0.174081089	0.219506903	0.740229871	0.677000168	0.357154671	0.27261867	0.227563129	0.342910719	0.309180218	0.223084259	0.304286937	0.499076677	0.189036966	0.209640438	0.291224557	0.223444292	0.414893007	0.223186385	0.603165443	0.247927655	0.732212273	0.51327148	0.165533034	0.685821421	0.259072816	0.250909508	0.518689866	0.143559629	0.537479171	0.304166109	0.199345278	0.206684252
LOR221C	0.474239593	0.437654876	0.591369048	0.569111076	0.622993562	0.529543776	0.660950471	0.49005401	0.618565026	0.708804744	0.470372921	0.375791595	0.449753254	0.565239368	0.703563692	0.505527296	0.405009724	0.600544706	0.378852169	0.497397759	0.371668783	0.298721144	0.707340806	0.471161879	0.525283744	0.406535587	0.674975687	0.287596509	0.477003479	0.317508191	0.38285039	0.402921533	0.441772573	0.400048383	0.40606045	0.50073716	0.650037507	0.421670688	0.626022788	0.527473429	0.478686781	0.560061353	0.560964263	0.572862345	0.379669838	0.43705166	0.640175563	0.520141956	0.46842243	0.345388723	0.502773639	0.336626877	0.275089726	0.434325075	0.599555691	0.452537774	0.593352576	0.703979841	0.635821921	0.373133135	0.552766781	0.680695335	0.695520118	0.444650805	0.483131742	0.452069995	0.338605799	0.342236327	0.370860149	0.604272149	0.610951676	0.439981576	0.659140547	0.605635363	0.656227173	0.464157407	0	0.458343045	0.564847217	0.65436039	0.398539781	0.526585359	0.678365129	0.528409677	0.483777614	0.543074823	0.629551879	0.597739614	0.502593053	0.692810855	0.380674047	0.486752163	0.504238375	0.564179792	0.684417509	0.453893887	0.462884885	0.655765354	0.498164376	0.734949684	0.676867346	0.605505562	0.693099826	0.462987404	0.492079843	0.617087871	0.672802637	0.586583061	0.422750422	0.565623157	0.439266913	0.623087594	0.625232669	0.529136076	0.501796791	0.579848214	0.471867598	0.633770667	0.561432257	0.481786646	0.391393915	0.688150495	0.560983656	0.576992019
LOR222C	0.654994292	0.629142806	0.756500062	0.71549788	0.777906716	0.712801173	0.811023378	0.605375592	0.780818065	0.759609861	0.581197901	0.47539963	0.583171976	0.720942747	0.720259828	0.52210685	0.562802476	0.555341596	0.540828353	0.651834092	0.576346114	0.457859166	0.678900719	0.652256662	0.662652581	0.45410079	0.817012685	0.513639648	0.555420455	0.477601823	0.516124918	0.540049923	0.600534125	0.493637202	0.558697175	0.612201708	0.696154841	0.501679017	0.658437727	0.687902136	0.66506125	0.717775405	0.70423299	0.673393533	0.522470408	0.59537593	0.684430696	0.578828223	0.612388298	0.525982515	0.659158815	0.513537316	0.478438947	0.525224527	0.75103199	0.521161227	0.751335049	0.852685901	0.791853355	0.595683725	0.705663728	0.824763552	0.847747015	0.46258015	0.674783576	0.50020212	0.407744382	0.461630731	0.54696871	0.661585269	0.765956963	0.600758676	0.802191478	0.765578036	0.573624834	0.615993273	0.458343045	0	0.741592957	0.804514607	0.571768327	0.635334701	0.824159255	0.618492586	0.655490464	0.695027977	0.779261494	0.714454468	0.613487572	0.837536809	0.581363637	0.616282406	0.672714281	0.728765224	0.722611006	0.45950767	0.464756209	0.805074298	0.608007199	0.877442963	0.820147226	0.728413766	0.836065536	0.610639695	0.642770942	0.708947028	0.828845141	0.750316612	0.487997215	0.705997647	0.481031232	0.781301537	0.54178602	0.654751283	0.602199887	0.537003841	0.646707839	0.78687516	0.734836105	0.620754179	0.442705052	0.835369649	0.729913478	0.734039423
LOR223C	0.346744323	0.300463473	0.141792049	0.209349278	0.171433503	0.244760326	0.156450927	0.262604727	0.132105877	0.797970145	0.333183644	0.472818319	0.497305084	0.105535302	0.799853342	0.751410261	0.431663292	0.286604355	0.559162083	0.197475691	0.352627674	0.601135104	0.85842799	0.303693224	0.672013193	0.70851774	0.179472887	0.411465582	0.362212621	0.450312256	0.531335797	0.264818502	0.209371546	0.40692908	0.546664505	0.358471951	0.83231353	0.797924833	0.737231033	0.241630285	0.219400882	0.111852117	0.208956494	0.19522253	0.591542884	0.405281875	0.749774147	0.724154323	0.387492616	0.576791531	0.566029135	0.408636036	0.440830636	0.645741009	0.131977759	0.63345107	0.108411358	0.181085413	0.150405581	0.583024193	0.218104297	0.166400495	0.188103351	0.706929772	0.191276464	0.729465745	0.568269404	0.576986086	0.52742858	0.153244148	0.500340828	0.237887283	0.186765092	0.12682093	0.451643096	0.209644983	0.564847217	0.741592957	0	0.149354629	0.48883121	0.281848049	0.179649167	0.230964338	0.455766556	0.139979091	0.241731763	0.137391542	0.238770124	0.183211171	0.259292927	0.379999413	0.17525158	0.265665456	0.769359716	0.79049188	0.472968081	0.139217069	0.298667735	0.220123008	0.188788819	0.1397453	0.186204705	0.549746048	0.237608483	0.15789843	0.175221399	0.119106942	0.526999307	0.262281628	0.689283354	0.140905312	0.827942726	0.59137551	0.236980263	0.807704724	0.272200005	0.130257724	0.55179482	0.189375028	0.661461092	0.180174135	0.09872454	0.187826789
