Sample	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
Mycobacterium_dioxanotrophicus	0	0.0122904	0.0022	0	0.00239	0	0.0116856	0.00219	0	0.00714	0.0075	0.00423	0.00434	0.00446	0.0166087	0.0149796	0	0.00313	0.00386	0	0	0	0.00271	0.00839	0.0114384	0.00108	0.00647	0.00449	0.0144461	0.0106671	0	0	0.0044	0.00631	0.00352	0.0048	0.0131464	0.00637	0.0032	0.00364	0.00159	0.00106	0.00386	0.0123935	0.0130473	0.00197	0.0795185	0.0026	0.00306	0.0031	0.008	0.0027	0.00562	0.00129	0.0122274	0	0.00133	0.0159197	0.0022	0.00108	0	0.010902	0.0100658	0	0.0124479	0	0.1186349	0	0	0.00721	0	0.00371	0.00124	0.00562	0.0147301	0.00978	0.00283	0.00114	0.00512	0.0054	0.00109	0.00161	0.00169	0	0.00349	0.00172	0.00402	0.00391	0.00126	0.0132822	0.00456	0.0062	0	0.0178386	0.00604	0.003	0	0	0.00114	0.00104	0.00128	0.00423	0.00398	0.00105	0.0022	0.00485	0.00437	0.00248	0.0153058	0.00265	0.00635	0.00557	0.00196	0.00972	0.00531	0.0026	0	0.00334	0.00905	0.00217	0.00606	0.00108
Oligotropha_carboxidovorans	0	0.00819	0.0022	0.00849	0	0	0.00319	0.00109	0.018779	0	0	0.00423	0.00289	0.0104088	0.00221	0.00374	0.0041	0.00627	0.00257	0	0	0.00271	0.00271	0.0251707	0	0.00108	0.00324	0.00786	0.00413	0.0213342	0.0046	0.00369	0.0044	0.00841	0	0.0064	0.0219106	0.00255	0	0.0109186	0.00956	0.00213	0.00129	0.00775	0.00522	0.0059	0.00312	0.0026	0.00306	0.0232692	0	0	0.0224748	0.0206045	0.00815	0	0	0.00857	0	0	0	0.00182	0	0.0445137	0.00124	0	0.00461	0.00165	0	0.0012	0	0.00124	0	0.00675	0.00589	0.00978	0	0	0.00171	0.00216	0	0.00161	0	0.00185	0	0	0.00805	0	0.00252	0.00148	0	0.00124	0.00252	0.0042	0.1486638	0	0	0	0	0.00522	0	0.0232595	0.0199182	0.0021	0.0011	0.00243	0.00875	0.00248	0	0	0.0476377	0	0.00196	0.038871	0	0	0.00265	0	0.0124406	0.00217	0	0.00538
Arthrobacter_sp._ATCC_21022	0.0764409	0.00683	0	0	0	0	0	0	0	0.00952	0.012854	0.00141	0.00578	0.00149	0.0719711	0	0	0.0094	0.0141421	0	0	0.00271	0	0.00168	0.00858	0.00216	0.00324	0.0202227	0.0247647	0	0	0.00739	0.00881	0.0241787	0.0152607	0.0048	0.0175285	0	0	0.00182	0	0.00106	0.00515	0.0154919	0.00261	0.0059	0.00468	0	0.00306	0	0.0100052	0.0242614	0.00281	0.00129	0	0	0	0.00245	0.0011	0.00217	0.00221	0.00908	0	0.0166926	0.00622	0	0.00461	0.0066	0	0.00601	0.00104	0.00495	0.00248	0.00337	0.0147301	0.00978	0	0.00457	0.00853	0.00324	0.00109	0.00323	0.00844	0.0037	0	0.00172	0	0.0013	0	0.00295	0.00456	0	0.0100946	0.0356772	0.0253816	0.006	0	0.00103	0	0	0.00128	0.00106	0	0	0	0	0	0.00248	0.0367339	0	0	0.00334	0.0255287	0.00324	0.00797	0.0013	0	0.00334	0.0101787	0	0.00404	0
Actinoalloteichus_sp._AHMU_CJ021	0.0152882	0.00546	0	0	0	0	0.00212	0.00109	0	0	0.0107117	0.00705	0.00289	0.00446	0.0121797	0.0131071	0.0041	0.00627	0.00386	0.00467	0.0130873	0	0.00271	0.0234927	0.00286	0.00216	0.0113258	0.00562	0.0144461	0.00427	0.0046	0.00369	0.0044	0.00526	0.00235	0.0207953	0.0262927	0.00637	0.0064	0.00182	0.00159	0.00106	0.00258	0.00465	0.00652	0.00393	0.0155919	0.0013	0.2170988	0.00465	0.0140073	0.01887	0.00562	0.00258	0.00408	0.00104	0.00133	0.0306147	0.00551	0.00108	0	0.0236209	0.00168	0.0500779	0.00498	0.00505	0.00806	0.00165	0	0.0144272	0	0.00495	0.00248	0.0045	0.0147301	0.0130353	0	0.00114	0.0187755	0.00216	0	0.00161	0.00338	0	0.00349	0	0.00402	0	0.00252	0.00295	0.00684	0.0148872	0.00252	0.0125919	0.00604	0.0015	0	0	0.00227	0.00104	0	0.00529	0.00664	0.00105	0.0011	0.00243	0.00437	0.00248	0.0214281	0.00133	0.00635	0.00669	0.00393	0.0194355	0.00531	0.0013	0.00265	0.00334	0.00792	0.00109	0	0.00538
Alloactinosynnema_sp._L-07	0.0229323	0.0314088	0.0011	0	0.0298393	0	0.00319	0.00109	0.00854	0.00238	0.00107	0.00564	0.00434	0.00446	0.0254667	0.00187	0.00205	0.00627	0.009	0.00933	0.0196309	0	0.00271	0.00671	0.00572	0.00216	0.00647	0.00674	0.0103186	0.0256011	0	0.00369	0.0044	0.00841	0.0047	0.0096	0.00876	0.0051	0.0016	0.00728	0.00319	0.00213	0.00129	0.00775	0.0104379	0.0059	0.0233878	0.0013	0.00306	0.00465	0.008	0.00809	0.00421	0.00644	0	0.00104	0.00133	0.0306147	0.0011	0.00217	0.00111	0.0127189	0.00168	0	0.0124479	0	0.0161251	0.0033	0	0.00721	0	0.00371	0.00124	0.00562	0.0176762	0.00652	0	0.00114	0.0170686	0.00216	0.00109	0.00323	0.00169	0.00185	0.00174	0.00172	0.00201	0.0013	0.00504	0.0059	0.00228	0.0111654	0	0.0304305	0.00483	0.0015	0.0025	0	0	0.00104	0.00128	0.00846	0.00531	0	0.0011	0	0.00656	0	0.0346932	0.00265	0.00953	0.0078	0.00196	0.00864	0.00531	0.0013	0	0	0.0158335	0	0.00202	0.00323
Cryobacterium_sp._LW097	0	0.020484	0.00771	0	0.00119	0	0.00212	0.00437	0.0153647	0.0119033	0.0139252	0.00282	0.00434	0.0178436	0.0453972	0.0112347	0	0.0047	0.00643	0	0.0327182	0.00271	0	0.00503	0.00572	0.00108	0.00971	0.0101113	0.0206373	0.00427	0	0.00369	0.0044	0.0136662	0.0047	0.0096	0.0175285	0.0051	0.0016	0.00182	0.00159	0	0.00386	0.00775	0.0130473	0.00786	0.0124735	0.0039	0.00612	0.0031	0.0160083	0.0161743	0.00421	0.00258	0.00815	0.00104	0.00133	0.0122459	0.0011	0.00217	0	0.010902	0.013421	0	0.00622	0	0.00691	0.00165	0	0.00842	0	0.00124	0.00124	0.0179996	0.00589	0.00652	0.00283	0.00114	0.00853	0.00216	0.00109	0.00161	0.00169	0.00185	0	0.00344	0.0100585	0	0.00883	0.0118064	0.00228	0.0272933	0.0126183	0.0178386	0.0132951	0	0.005	0	0	0.00104	0.00128	0.00423	0.00266	0.0021	0	0.00485	0.00219	0	0.0224485	0.00133	0.00212	0.010033	0.00393	0.0280735	0.00266	0.0013	0.00265	0.00667	0.00905	0	0.00202	0.00215
Mycobacterium_sp._JS623	0	0	0.00441	0.011667	0	0.00111	0.0106233	0.00437	0	0.00476	0.00214	0.00423	0.00145	0.00743	0.00997	0.00562	0	0.0047	0.00386	0.0139978	0.00654	0	0.00813	0.00671	0.0171576	0.00108	0.00647	0.00899	0.0206373	0.0192008	0	0.00739	0.0022	0.00631	0.00939	0.0064	0.00876	0.00382	0.0016	0.00182	0.00478	0.00106	0.00258	0.00775	0.0208757	0.00393	0.0514532	0.00651	0.00306	0.0031	0.0120062	0.0107828	0.00421	0.00129	0	0	0	0.00857	0.0011	0.00217	0.00111	0.00363	0.00168	0.00556	0.0199166	0	0.0737149	0.00495	0	0.00481	0.00104	0.00248	0.00124	0.00225	0.0117841	0.0195529	0.00142	0.00229	0.00683	0.00864	0.00109	0.00161	0.00169	0.0037	0	0.00172	0.00604	0.00391	0.0063	0.00443	0.00456	0.00496	0	0.0241346	0.00483	0.0015	0.0025	0	0	0.00104	0	0.00952	0.00531	0.00315	0.0011	0.00243	0.00656	0	0.0306116	0.00398	0.0116448	0.0078	0.00786	0.00324	0.00797	0.0013	0.00265	0.00334	0.0113097	0.00326	0.0101	0.00323
Acinetobacter_sp._WCHA45	0	0.00683	0.00441	0.011667	0	0	0.00425	0	0.00512	0	0.0149964	0.00423	0.00289	0	0.00332	0.0112347	0	0.0548417	0.00129	0	0.0130873	0.1487773	0.00271	0.00168	0.00286	0.00108	0.00324	0	0.00413	0.014934	0.0046	0	0.0550358	0.0483574	0.00117	0.0016	0.00438	0.00765	0.0016	0.00364	0.00159	0	0.00129	0.0216886	0.0130473	0.00197	0.00156	0.0026	0.0275196	0.0201666	0.002	0.00809	0.00281	0.00258	0	0	0.00133	0.00122	0.00881	0	0.00111	0.0199869	0.0201315	0	0.0224062	0	0.00691	0.00165	0	0.00361	0	0.00124	0.00248	0.00562	0.00884	0.00652	0.0297152	0	0.00171	0	0	0.00161	0.00338	0.00554	0.00174	0.0567312	0.00402	0.0013	0.00883	0.0059	0.00228	0	0.00505	0.0021	0.00846	0	0	0	0.00227	0	0.00128	0.012687	0.00133	0	0.0011	0	0.00437	0.00248	0.00102	0.0119395	0.00635	0	0	0	0	0	0.0185657	0.00334	0.00113	0.00217	0.00606	0
Actinoplanes_derwentensis	0.00109	0.00546	0.0022	0	0.0190972	0	0.0106233	0.00219	0.0136575	0.00238	0.00107	0.00846	0.00289	0.00743	0.0431827	0.00562	0.00205	0.00627	0.00514	0.0186637	0.0196309	0	0.00271	0.00671	0.00858	0.00216	0.00647	0.0101113	0.0144461	0.014934	0.0092	0.00739	0.0044	0.012615	0.00822	0.0159964	0.0175285	0.00255	0.0032	0.00182	0.00319	0.00106	0.00129	0.0093	0.0130473	0.00393	0.0280654	0.0026	0.00612	0.0031	0.0180094	0.0107828	0.00421	0.00644	0.00815	0.00104	0.00133	0.0171443	0.0011	0.00217	0	0.0127189	0.00168	0	0.00996	0.0101031	0.0103662	0.00165	0	0.00601	0	0.0123779	0.00248	0.0101248	0.0117841	0.00978	0.00142	0.00114	0.0187755	0.00432	0	0	0.00338	0.00185	0	0.00172	0.00402	0	0.0063	0.00738	0.00228	0.00744	0	0.0188879	0.00967	0.0045	0	0	0	0.00104	0	0.00211	0.00797	0.0021	0	0	0.00219	0	0.0357136	0	0.00318	0.010033	0.00589	0.0161963	0	0.0013	0	0.00667	0.0158335	0	0.00404	0.00538
Altererythrobacter_marensis	0	0.0150216	0.0011	0.011667	0	0	0.00425	0.00437	0.0170718	0	0	0.00705	0.00723	0.0594787	0.00221	0.0131071	0.00205	0.00627	0.00129	0	0.00654	0.00541	0	0.067122	0.00286	0.00108	0.0161797	0.00112	0.00413	0.014934	0.0046	0.00369	0.0066	0.00631	0	0.0064	0.00876	0.00127	0.0048	0.00182	0.00319	0.00425	0.00129	0.0031	0.00913	0.0294875	0.1403268	0.0013	0.00612	0.00776	0.0120062	0.0107828	0.00421	0.0154534	0	0	0.00133	0.00612	0.0011	0	0	0.00363	0	0	0.00124	0	0.00461	0.00165	0.0104998	0.00361	0	0.00124	0.00124	0.00112	0.00589	0.00326	0.00283	0	0.00171	0.00108	0	0	0	0.00185	0	0.00172	0.00402	0	0.0138693	0.00148	0.00228	0.00124	0.0227129	0.00315	0.00121	0	0	0	0	0.00104	0	0.0359465	0.0239018	0.0021	0.0011	0	0.0196825	0.00248	0.00102	0	0.00423	0	0	0.0183558	0.00266	0	0.0132612	0	0.00792	0	0	0.0043
Austwickia_chelonae	0.00764	0.00137	0	0	0	0.0121857	0.00106	0	0	0.00476	0.00536	0.00423	0.00289	0.00297	0.0287884	0.00749	0.00205	0.00627	0.00771	0.0186637	0.0130873	0	0.00271	0.00503	0.00572	0.00216	0.0242695	0.00674	0.0185736	0.00427	0.0046	0	0.0022	0.00736	0.00587	0.0175961	0.0131464	0.0051	0.0032	0.00182	0.00319	0.00106	0.00386	0.0062	0.00522	0.00786	0.0109143	0.0026	0.00917	0.00465	0.006	0.0107828	0.00421	0.00129	0.00408	0.00104	0.00133	0.0624541	0.0022	0.00108	0.00111	0.00908	0	0	0.0124479	0.0151546	0.00576	0.0033	0	0.00842	0	0.00619	0.00124	0.00225	0.00589	0.00652	0	0.00114	0.0290167	0.0054	0.00109	0.00323	0.00169	0.00185	0.00523	0.00344	0.00201	0	0.0201735	0.00738	0	0.0062	0.00252	0.0188879	0.00363	0	0	0	0	0.00104	0.00256	0.00529	0.00664	0.00105	0	0	0.00219	0.00248	0.0510194	0	0.00212	0.0133773	0.00196	0.021595	0.00531	0.0013	0	0.00334	0.0180955	0.00109	0.00202	0.00538
Pseudarthrobacter_equi	0.0120121	0.00546	0.00771	0	0.00239	0	0.00956	0	0.00683	0.00476	0.0214234	0.00141	0.00145	0.00297	0.0919016	0.00562	0	0.00313	0.0128564	0.0139978	0	0.00271	0.00271	0.00168	0.014298	0.00108	0.0113258	0.0123583	0.0247647	0.00427	0.0046	0	0.0022	0.021025	0.00235	0.0032	0.0262927	0.00892	0.0064	0.00546	0.00159	0.00106	0	0.0123935	0.0104379	0.0059	0.00624	0.0026	0.0214041	0.00155	0.0220114	0.0107828	0.00421	0.00386	0	0	0.00133	0.0159197	0.0022	0.00108	0.00111	0.0127189	0.00168	0	0.00373	0	0.00346	0	0	0.00601	0	0.00248	0.00124	0.00337	0.0265143	0.00326	0.00425	0.00114	0.0187755	0.00324	0.00109	0.00807	0.00169	0	0.00523	0.00172	0.00402	0	0.0113476	0.0059	0	0.0136466	0.00252	0.0304305	0.00967	0	0	0	0	0.00104	0	0	0.00531	0.0042	0.0011	0	0.00219	0.00496	0.0122446	0	0.00212	0.00446	0.00393	0.00864	0.00266	0.0013	0.00265	0.00334	0.00565	0.00434	0.00202	0.00215
Capnocytophaga_gingivalis	0	0.0041	0.0011	0	0	0	0.00212	0.00437	0	0	0	0.00423	0.00289	0.00446	0.017716	0.037449	0.0041	0.0094	0.00257	0	0.0261746	0.00271	0.0813317	0.00503	0.0486131	0.00108	0.0323593	0.00225	0.0123824	0.0106671	0.0046	0.00739	0.0110072	0.00315	0.00235	0.0016	0.0525855	0.0152987	0.0032	0.0091	0.0111504	0	0.00258	0.00775	0.00261	0.00197	0.00312	0.014316	0.0122309	0.0465383	0.004	0.01887	0.0294981	0	0.0122274	0	0.0252767	0.00245	0.0011	0.00108	0.00111	0.0454248	0.0184539	0	0.00124	0.0151546	0.00461	0.00165	0.0035	0.00361	0	0.00124	0.00248	0.009	0.0235682	0.0228117	0.0226401	0.00229	0.00683	0.0129633	0.00328	0.00161	0.00675	0.00924	0.00523	0	0.00201	0.00522	0.0126084	0	0.0296398	0.00248	0.00505	0	0	0.0015	0.0150143	0	0	0.00104	0	0	0.00133	0	0.0011	0.00243	0	0	0	0	0	0.00892	0.00982	0	0.00531	0	0	0	0.00226	0	0.00202	0.0043
Ketogulonicigenium_robustum	0	0	0	0	0.00119	0	0.00531	0	0	0	0.00214	0.023967	0.00145	0.00297	0.00664	0.00749	0.00205	0.0235036	0.00257	0.00467	0.0130873	0.00271	0.00271	0.0151024	0.00858	0.00866	0.00647	0.00337	0.00619	0.0362682	0.0092	0.00369	0.0110072	0.0336399	0.00117	0.022395	0.00876	0.00127	0	0.00182	0.00478	0.0329703	0.00258	0.0511232	0.00783	0.00197	0.0109143	0.0013	0	0.0155128	0.006	0.0027	0.0252841	0.00515	0	0.00104	0.00399	0.0367377	0.0011	0	0	0.00545	0	0.0222568	0.00249	0	0.00691	0	0	0.0024	0	0.00248	0.00124	0.00562	0.00589	0.00652	0.00142	0	0.0102412	0.00324	0	0	0.00169	0.0037	0	0	0.0100585	0	0.00378	0.00295	0	0.00868	0.00252	0.00735	0.00846	0.0015	0	0	0	0.00418	0.00128	0.0232595	0.0093	0.00105	0	0	0.0218694	0	0.00612	0.00133	0.00423	0.00223	0.00196	0.0356318	0	0	0.00265	0	0.0180955	0	0.00202	0.00538
Sphingobium_chlorophenolicum	0	0.00819	0.00551	0.0318191	0	0.00554	0.00637	0	0.0119503	0	0	0.00423	0.00289	0.1382879	0.00221	0.0205969	0.00205	0.00627	0.00129	0	0.00654	0.0162303	0.00813	0.0100683	0.00572	0.00216	0.00971	0.00112	0.00206	0.0362682	0	0	0.00881	0.00526	0	0.008	0	0.00255	0.0016	0	0.00319	0.00106	0	0.0062	0.00652	0.0609408	0.0140327	0.0013	0.00306	0.0108589	0.008	0	0.00843	0.00901	0.00408	0	0.00133	0.0098	0.0011	0	0	0.00363	0	0.0333853	0.00124	0	0.0023	0.00165	0.0279994	0.0024	0	0	0.00124	0.00112	0.00589	0.00326	0	0	0.00171	0.00108	0	0	0.00169	0	0	0	0.00402	0	0.00252	0	0.00228	0.00248	0.0605678	0.00525	0.0108778	0.0015	0	0	0	0.00104	0	0.0148015	0.0119509	0.00105	0.0011	0	0.0306172	0	0.00102	0	0.00847	0	0	0.0367115	0	0.0013	0.0318269	0	0.00452	0.00326	0.00202	0.00108
Sinorhizobium_sp._RAC02	0	0	0	0.00955	0	0.0110779	0.00212	0	0	0	0.00214	0.00423	0.00145	0.0178436	0.00443	0.0131071	0.00205	0.0376058	0.009	0.00467	0	0.00271	0.00271	0.0117463	0.0171576	0.00108	0.0113258	0.00449	0.00619	0.0277345	0.0046	0	0.0066	0.0241787	0.00117	0.0111975	0.00438	0.0216732	0.0016	0.00546	0.00478	0.00744	0.00258	0.0108443	0.0182663	0.0059	0.042098	0.0039	0.00612	0.0139615	0.004	0.00539	0.0182607	0.00773	0.00815	0.00104	0	0.00735	0.00551	0	0	0.00727	0.00168	0.0834632	0.00124	0	0.011518	0	0	0.00481	0	0.00124	0.00124	0.00112	0.0176762	0.00978	0.0367902	0	0.00171	0.00216	0.00109	0	0.00169	0.00739	0	0.00344	0.00604	0.00391	0.00378	0.00148	0.00456	0.00124	0.00252	0.0115426	0.0132951	0	0.005	0	0.00114	0.00209	0	0.0190305	0.00531	0.00105	0	0.00243	0.0131216	0	0.00102	0.00133	0.0169378	0.00111	0.00196	0.0269938	0	0	0.00265	0.00334	0.00792	0	0.00202	0.00323
Citrobacter_koseri	0	0.00137	0	0	0	0	0.00106	0	0	0.00714	0.0075	0.00141	0.00145	0.00297	0	0.00187	0	0.00627	0.00257	0	0	0	0	0	0.00286	0	0.00162	0.00112	0	0.00213	0	0	0	0.00315	0.011739	0	0	0	0.0016	0.00182	0	0	0	0.0031	0.0013	0	0	0.0013	0.3271771	0	0.0140073	0	0.0014	0	0	0	0	0.00122	0.0011	0.00108	0	0.00182	0.00503	0	0.00124	0	0.00346	0.00165	0	0	0	0	0	0	0.0117841	0.00326	0.00283	0	0.00853	0.00108	0	0	0.00169	0.00185	0	0	0	0	0.0063	0	0	0	0	0.00315	0.00242	0	0.0125119	0	0	0	0	0.00106	0.00133	0	0	0	0	0.00496	0.00306	0	0.00318	0	0.1433537	0.00432	0.00531	0.0013	0	0.00334	0.00113	0	0.4322796	0
Kutzneria_albida	0	0.00956	0	0.011667	0	0	0	0.00109	0.00683	0.00476	0.00536	0.00564	0.0130125	0.00743	0.0498262	0.00749	0	0.00313	0.00771	0.00467	0.0196309	0	0.00271	0.00671	0.00572	0.00216	0.00324	0.00899	0.0165098	0.00853	0	0.00369	0.0022	0.0147175	0.00704	0.0143968	0.0175285	0.00892	0.0032	0.00546	0.00796	0.00425	0.00644	0.0062	0.00652	0.00393	0.0187102	0.0039	0.0152886	0.00621	0.0140073	0.01887	0.00843	0.00386	0.00815	0.00104	0.00133	0.0159197	0.0011	0.00217	0.00111	0.0163529	0.00503	0	0.0136927	0	0.0138215	0.00165	0	0.0120227	0	0.00371	0.00124	0.00675	0.0235682	0.00652	0.00283	0.00114	0.0136549	0.00432	0.00109	0.00161	0.00338	0.0037	0	0.00344	0.00402	0.0013	0.00504	0.00443	0.00228	0.00744	0	0.0241346	0.00967	0.0015	0.0025	0	0	0.00209	0	0.0116298	0.00664	0.00105	0.0011	0	0.00219	0	0.0214281	0.00398	0.00318	0.0133773	0	0.00432	0.00266	0.0013	0	0	0.0158335	0.00109	0.00202	0.00538
Deinococcus_proteolyticus	0.00328	0.00683	0.00441	0	0.00119	0.00111	0.00319	0	0	0.00714	0	0.00282	0.00578	0.0118957	0	0.00749	0.00205	0.00313	0.00129	0	0	0	0.0135553	0.00336	0.00572	0	0.00162	0.00225	0.00825	0.00853	0	0.0110816	0	0.00315	0.00117	0.0016	0.00438	0.00255	0.0016	0.00182	0.00478	0.00106	0.00129	0.00155	0.0013	0.00197	0.0109143	0.0013	0.0122309	0.0760126	0.002	0.00809	0.00421	0.00258	0	0.00104	0.00133	0.00245	0.00881	0	0.00111	0.00182	0.00671	0	0.00124	0	0.00115	0	0	0.00361	0.00104	0	0	0.00112	0.00295	0	0.00991	0	0.00341	0	0	0	0.00169	0.00185	0	0	0.00201	0	0.00252	0.00148	0	0.00496	0	0.00105	0.00363	0	0	0	0	0	0	0.0317175	0.0159346	0.0021	0.0033	0	0.00437	0.00248	0.0326524	0	0	0.00223	0.00393	0.00108	0	0	0	0.00667	0.2431577	0	0	0.00215
Propionibacterium_phage_PHL152	0	0	0.0143194	0.0254553	0.0155165	0.00443	0	0.0524539	0	0.00238	0	0.00423	0.00578	0.00149	0	0.00562	0.0041	0	0	0.0139978	0	0	0.00271	0.00168	0.00286	0	0.00809	0.00112	0.00413	0.0192008	0	0.00739	0.0132086	0.0021	0.00704	0	0	0.0127489	0.0111937	0.0272965	0.00319	0.00744	0.0309083	0.00465	0.00522	0	0.0109143	0.00651	0.00306	0.00465	0.004	0.00539	0.00421	0.00386	0.00408	0	0.00133	0.00857	0.0330309	0.0498959	0.00221	0.00182	0.00671	0	0.00498	0	0	0.00165	0	0.0204386	0	0.00124	0.00495	0.00112	0.00589	0.00326	0.00283	0.00457	0.00171	0.00108	0.00109	0	0.0118149	0.00554	0	0.00688	0.00201	0	0.0113476	0.00443	0.00684	0	0	0	0	0.0150002	0	0.00103	0.00455	0.0094	0	0.00106	0	0.00105	0.0011	0.00243	0	0	0	0.00265	0	0.00111	0.0117825	0	0.0371806	0.0026	0	0.0100117	0	0	0	0
Bifidobacterium_adolescentis	0	0.0122904	0.0022	0.00424	0	0	0.00319	0	0	0.00952	0.0235657	0.0126884	0.00434	0.00297	0.00443	0.00749	0	0.00313	0.00129	0.0233296	0	0	0	0.00168	0.00572	0.00108	0.00162	0.00225	0.00825	0	0	0	0.0022	0.00315	0.00235	0.3551205	0.00438	0.00127	0	0.00546	0.00159	0.00106	0	0.0031	0.0013	0.00197	0.00156	0	0.00612	0.0031	0.0160083	0.00809	0.00562	0.00258	0.00408	0	0.00133	0.00245	0.0011	0	0.00221	0.00363	0.00168	0.0111284	0.00124	0	0.00115	0	0	0.0024	0	0.00124	0.00371	0.00675	0.0147301	0.00326	0.00849	0.00229	0.00171	0.00108	0.00109	0	0.0810168	0.0037	0.00174	0.00172	0.00402	0	0	0.00148	0.00912	0.00124	0.00252	0.0136413	0.00363	0.0015	0.0100095	0	0	0.00104	0	0.00106	0.00266	0.00105	0	0.00243	0	0.00248	0.00306	0	0.00318	0.00111	0.00393	0.00216	0.00266	0	0.00265	0.0233606	0.00339	0.00109	0.01414	0
Amycolatopsis_orientalis	0.0131042	0.0041	0.0011	0.00424	0.00358	0	0.00106	0.00437	0	0	0.00428	0.00846	0.00578	0.00446	0.022145	0.00187	0.0041	0.00783	0.00514	0.00467	0	0.00271	0	0.0100683	0.00858	0.00216	0.00809	0.00786	0.0165098	0.014934	0.0092	0.00739	0.0044	0.00946	0.00117	0.0096	0.0131464	0.00382	0.0048	0.00728	0	0.00213	0.00258	0.0123935	0.0117426	0.00197	0.0296245	0.0026	0.00612	0.00621	0.0160083	0.0107828	0.00562	0.00386	0.00815	0.00104	0.00133	0.0367377	0	0.00108	0.00111	0.00908	0.00671	0.00556	0.00622	0	0.0149733	0.00165	0	0.00962	0	0.00619	0.00124	0.009	0.0206222	0.00652	0.00142	0.00114	0.0153618	0.00324	0	0.00161	0.00169	0.00185	0.00349	0.00344	0	0	0.00126	0.00738	0.00684	0.00744	0	0.0167893	0.00967	0	0	0.00103	0	0.00104	0.00128	0.0148015	0.0093	0.0021	0.0033	0.00243	0.00219	0	0.0285708	0.00133	0.00741	0.0122626	0	0.0161963	0.00797	0.0013	0	0	0.0214884	0.00217	0	0.00645
Streptomyces_niveus	0	0.00819	0	0.0275766	0	0.00554	0.00319	0	0	0.00476	0.00214	0.00282	0.00434	0.00595	0.022145	0.00187	0	0.0047	0.00643	0.00467	0	0.00271	0.00271	0.00671	0.0114384	0.00108	0.0113258	0.00899	0.00825	0.0106671	0.0046	0.00369	0.0044	0.00946	0.00822	0.0096	0.0131464	0.00382	0	0.00364	0.00159	0.00213	0.00129	0.0062	0.00522	0.00393	0.0265062	0.0026	0.00306	0.00465	0.0200104	0.00539	0.00562	0.00258	0	0	0.00133	0.0122459	0	0.00217	0.00111	0.00727	0.00168	0	0.034854	0	0.011518	0.00165	0	0.00721	0	0.00371	0.00124	0.0045	0.0206222	0.0130353	0.00142	0	0.0102412	0.0054	0	0.00161	0.00506	0	0.00349	0.00344	0.0100585	0	0.00757	0.0103306	0.00456	0.00992	0.00252	0.0356772	0.00363	0	0.00751	0	0	0.00104	0	0.00634	0.00664	0.0021	0.0011	0	0.0131216	0.00248	0.0459174	0.00265	0.00741	0.0078	0.00196	0.0151165	0.00266	0.0013	0.00265	0.00334	0.0169645	0	0.00202	0.00215
Acinetobacter_indicus	0	0.00956	0.0198268	0.0159095	0	0.0121857	0.0138102	0.00219	0.00512	0.00476	0.00214	0.00705	0.00289	0.00149	0.022145	0.00374	0.00615	0.0438734	0.00129	0.00467	0.00654	0.0541008	0.0216884	0.00336	0.00286	0.00216	0.00162	0.0190992	0.0144461	0.0106671	0.0138039	0	0.0110072	0.0357424	0.0105651	0.0159964	0.00876	0.0216732	0.00959	0.00728	0.00319	0	0.00129	0.0108443	0.0221805	0	0.00312	0.0026	0.0764432	0.00465	0	0.00809	0.00281	0	0	0.00627	0.00133	0.00367	0.0044	0	0.00111	0.0490588	0	0	0.0199166	0.00505	0.0023	0.00165	0	0.0024	0	0.00124	0.00124	0.00225	0.0147301	0.00978	0.00283	0.014861	0.00512	0.00108	0	0	0.00338	0.0037	0.00349	0.00172	0.00201	0.0013	0.00378	0	0.00228	0.00124	0.00505	0.00735	0.00363	0	0.00751	0	0	0	0	0.00106	0.00133	0.00105	0	0	0	0	0.00408	0.00133	0.00741	0	0	0.00216	0.00266	0.0013	0	0.00334	0.00113	0	0.00202	0
